split,name,species_slug,genus,species,id,filename,relative_wav_path,source_url,license,recordist,date,sound_type
train,American Robin,american_robin,Turdus,migratorius,103059,103059-10.wav,wavfiles/103059-10.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-11.wav,wavfiles/103059-11.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-12.wav,wavfiles/103059-12.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-13.wav,wavfiles/103059-13.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-14.wav,wavfiles/103059-14.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-15.wav,wavfiles/103059-15.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-2.wav,wavfiles/103059-2.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-3.wav,wavfiles/103059-3.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-4.wav,wavfiles/103059-4.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-5.wav,wavfiles/103059-5.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-6.wav,wavfiles/103059-6.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-7.wav,wavfiles/103059-7.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-8.wav,wavfiles/103059-8.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103059,103059-9.wav,wavfiles/103059-9.wav,//www.xeno-canto.org/103059,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-0.wav,wavfiles/103060-0.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-1.wav,wavfiles/103060-1.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-10.wav,wavfiles/103060-10.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-11.wav,wavfiles/103060-11.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-12.wav,wavfiles/103060-12.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-13.wav,wavfiles/103060-13.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-14.wav,wavfiles/103060-14.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-15.wav,wavfiles/103060-15.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-16.wav,wavfiles/103060-16.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-2.wav,wavfiles/103060-2.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-3.wav,wavfiles/103060-3.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-4.wav,wavfiles/103060-4.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-5.wav,wavfiles/103060-5.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-6.wav,wavfiles/103060-6.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-7.wav,wavfiles/103060-7.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,103060,103060-9.wav,wavfiles/103060-9.wav,//www.xeno-canto.org/103060,//creativecommons.org/licenses/by-nc-nd/2.5/,Eric DeFonso,2010-06-16,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-0.wav,wavfiles/128490-0.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-1.wav,wavfiles/128490-1.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-2.wav,wavfiles/128490-2.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-3.wav,wavfiles/128490-3.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-4.wav,wavfiles/128490-4.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-5.wav,wavfiles/128490-5.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-6.wav,wavfiles/128490-6.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-7.wav,wavfiles/128490-7.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-8.wav,wavfiles/128490-8.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,128490,128490-9.wav,wavfiles/128490-9.wav,//www.xeno-canto.org/128490,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-04-03,song
train,American Robin,american_robin,Turdus,migratorius,132864,132864-0.wav,wavfiles/132864-0.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-1.wav,wavfiles/132864-1.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-2.wav,wavfiles/132864-2.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-4.wav,wavfiles/132864-4.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-5.wav,wavfiles/132864-5.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-6.wav,wavfiles/132864-6.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-8.wav,wavfiles/132864-8.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
train,American Robin,american_robin,Turdus,migratorius,132864,132864-9.wav,wavfiles/132864-9.wav,//www.xeno-canto.org/132864,//creativecommons.org/licenses/by-sa/3.0/,Jonathon Jongsma,2013-05-05,"call, song"
