filename,spec_path,classifier_spec_path,name,label_id,source_model,anchor_spec_path,posterior_temperature
vae_v3_northern_cardinal_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_010.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\190456-8.npy,0.35
vae_v3_northern_cardinal_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_011.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\11846-7.npy,0.35
vae_v3_northern_cardinal_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_012.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\367804-14.npy,0.35
vae_v3_northern_cardinal_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_013.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\412330-7.npy,0.35
vae_v3_northern_cardinal_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_014.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\469588-1.npy,0.35
vae_v3_northern_cardinal_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\northern_cardinal\vae_v3_northern_cardinal_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\northern_cardinal\vae_v3_northern_cardinal_015.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\northern_cardinal\18125-7.npy,0.35
vae_v3_song_sparrow_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_000.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\381568-4.npy,0.35
vae_v3_song_sparrow_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_001.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\111667-4.npy,0.35
vae_v3_song_sparrow_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_002.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\18388-5.npy,0.35
vae_v3_song_sparrow_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_003.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\482639-8.npy,0.35
vae_v3_song_sparrow_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_004.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\111644-1.npy,0.35
vae_v3_song_sparrow_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_005.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\149420-8.npy,0.35
vae_v3_song_sparrow_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_006.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\183355-1.npy,0.35
vae_v3_song_sparrow_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_007.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\320719-1.npy,0.35
vae_v3_song_sparrow_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_008.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\425799-12.npy,0.35
vae_v3_song_sparrow_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_009.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\125714-2.npy,0.35
vae_v3_song_sparrow_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_010.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\465907-11.npy,0.35
vae_v3_song_sparrow_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_011.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\142620-3.npy,0.35
vae_v3_song_sparrow_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_012.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\111651-4.npy,0.35
vae_v3_song_sparrow_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_013.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\306748-5.npy,0.35
vae_v3_song_sparrow_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_014.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\111651-2.npy,0.35
vae_v3_song_sparrow_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\song_sparrow\vae_v3_song_sparrow_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\song_sparrow\vae_v3_song_sparrow_015.npy,Song Sparrow,1,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\song_sparrow\111655-5.npy,0.35
vae_v3_american_robin_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_000.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\322884-6.npy,0.35
vae_v3_american_robin_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_001.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\368615-4.npy,0.35
vae_v3_american_robin_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_002.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\367008-7.npy,0.35
vae_v3_american_robin_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_003.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\564544-8.npy,0.35
vae_v3_american_robin_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_004.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\375006-8.npy,0.35
vae_v3_american_robin_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_005.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\375274-2.npy,0.35
vae_v3_american_robin_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_006.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\537326-9.npy,0.35
vae_v3_american_robin_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_007.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\177384-5.npy,0.35
vae_v3_american_robin_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_008.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\322734-4.npy,0.35
vae_v3_american_robin_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_009.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\103059-10.npy,0.35
vae_v3_american_robin_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_010.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\564319-2.npy,0.35
vae_v3_american_robin_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_011.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\322821-7.npy,0.35
vae_v3_american_robin_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_012.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\394835-1.npy,0.35
vae_v3_american_robin_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_013.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\177384-10.npy,0.35
vae_v3_american_robin_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_014.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\446457-9.npy,0.35
vae_v3_american_robin_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\generated_npy\american_robin\vae_v3_american_robin_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v3\classifier_input\american_robin\vae_v3_american_robin_015.npy,American Robin,2,spatial_detail_conditional_vae_v3_posterior_mixture,C:\Users\sheng\Documents\1508_project\bird_song_gen\artifacts\spectrograms\train\american_robin\446457-7.npy,0.35
