low_resource_subset_seed,low_resource_recording_rank,name,id,relative_wav_path
101,12,Song Sparrow,549591,wavfiles/549591-10.wav
101,13,Song Sparrow,179182,wavfiles/179182-2.wav
101,14,Song Sparrow,561356,wavfiles/561356-4.wav
101,15,Song Sparrow,111654,wavfiles/111654-0.wav
101,16,Song Sparrow,320719,wavfiles/320719-8.wav
101,17,Song Sparrow,125723,wavfiles/125723-7.wav
101,18,Song Sparrow,388773,wavfiles/388773-2.wav
101,19,Song Sparrow,480068,wavfiles/480068-10.wav
101,20,Song Sparrow,111644,wavfiles/111644-5.wav
101,21,Song Sparrow,111650,wavfiles/111650-1.wav
101,22,Song Sparrow,483220,wavfiles/483220-1.wav
101,23,Song Sparrow,129646,wavfiles/129646-2.wav
101,24,Song Sparrow,306748,wavfiles/306748-13.wav
101,25,Song Sparrow,111671,wavfiles/111671-0.wav
101,26,Song Sparrow,469877,wavfiles/469877-6.wav
101,27,Song Sparrow,480032,wavfiles/480032-0.wav
101,28,Song Sparrow,134180,wavfiles/134180-6.wav
101,29,Song Sparrow,111670,wavfiles/111670-11.wav
101,30,Song Sparrow,205806,wavfiles/205806-13.wav
101,31,Song Sparrow,420846,wavfiles/420846-2.wav
101,32,Song Sparrow,384033,wavfiles/384033-7.wav
101,33,Song Sparrow,125713,wavfiles/125713-15.wav
101,34,Song Sparrow,142621,wavfiles/142621-1.wav
101,35,Song Sparrow,483978,wavfiles/483978-8.wav
101,36,Song Sparrow,482639,wavfiles/482639-12.wav
101,37,Song Sparrow,111287,wavfiles/111287-2.wav
101,38,Song Sparrow,111651,wavfiles/111651-8.wav
101,39,Song Sparrow,111666,wavfiles/111666-0.wav
101,40,Song Sparrow,558357,wavfiles/558357-0.wav
101,41,Song Sparrow,477785,wavfiles/477785-0.wav
101,42,Song Sparrow,111653,wavfiles/111653-6.wav
101,43,Song Sparrow,143923,wavfiles/143923-4.wav
101,44,Song Sparrow,408811,wavfiles/408811-3.wav
101,45,Song Sparrow,134164,wavfiles/134164-6.wav
101,46,Song Sparrow,381570,wavfiles/381570-0.wav
101,47,Song Sparrow,363141,wavfiles/363141-9.wav
101,48,Song Sparrow,375662,wavfiles/375662-6.wav
101,49,Song Sparrow,205810,wavfiles/205810-2.wav
202,0,American Robin,375006,wavfiles/375006-12.wav
202,1,American Robin,382342,wavfiles/382342-7.wav
202,2,American Robin,294460,wavfiles/294460-7.wav
202,3,American Robin,103059,wavfiles/103059-13.wav
202,4,American Robin,483628,wavfiles/483628-0.wav
202,5,American Robin,322821,wavfiles/322821-12.wav
202,6,American Robin,269082,wavfiles/269082-8.wav
202,7,American Robin,70119,wavfiles/70119-10.wav
202,8,American Robin,14442,wavfiles/14442-1.wav
202,9,American Robin,320724,wavfiles/320724-14.wav
202,10,American Robin,367008,wavfiles/367008-2.wav
202,11,American Robin,368615,wavfiles/368615-11.wav
202,12,American Robin,564544,wavfiles/564544-13.wav
202,13,American Robin,205803,wavfiles/205803-13.wav
202,14,American Robin,322565,wavfiles/322565-10.wav
202,15,American Robin,464766,wavfiles/464766-9.wav
202,16,American Robin,322734,wavfiles/322734-0.wav
202,17,American Robin,103060,wavfiles/103060-4.wav
202,18,American Robin,423449,wavfiles/423449-1.wav
202,19,American Robin,322822,wavfiles/322822-9.wav
202,20,American Robin,313351,wavfiles/313351-5.wav
202,21,American Robin,559314,wavfiles/559314-6.wav
202,22,American Robin,309318,wavfiles/309318-0.wav
202,23,American Robin,383961,wavfiles/383961-12.wav
202,24,American Robin,96869,wavfiles/96869-2.wav
202,25,American Robin,307484,wavfiles/307484-12.wav
202,26,American Robin,309928,wavfiles/309928-0.wav
202,27,American Robin,322884,wavfiles/322884-9.wav
202,28,American Robin,416294,wavfiles/416294-11.wav
202,29,American Robin,175222,wavfiles/175222-7.wav
202,30,American Robin,78683,wavfiles/78683-3.wav
202,31,American Robin,322887,wavfiles/322887-11.wav
202,32,American Robin,406326,wavfiles/406326-9.wav
202,33,American Robin,177384,wavfiles/177384-4.wav
202,34,American Robin,132864,wavfiles/132864-8.wav
202,35,American Robin,368614,wavfiles/368614-5.wav
202,36,American Robin,483578,wavfiles/483578-2.wav
202,37,American Robin,564324,wavfiles/564324-5.wav
202,38,American Robin,537326,wavfiles/537326-2.wav
202,39,American Robin,563197,wavfiles/563197-8.wav
202,40,American Robin,384027,wavfiles/384027-7.wav
202,41,American Robin,563612,wavfiles/563612-11.wav
202,42,American Robin,407819,wavfiles/407819-9.wav
202,43,American Robin,78015,wavfiles/78015-1.wav
202,44,American Robin,394835,wavfiles/394835-10.wav
202,45,American Robin,310256,wavfiles/310256-11.wav
202,46,American Robin,190441,wavfiles/190441-6.wav
202,47,American Robin,375274,wavfiles/375274-5.wav
202,48,American Robin,165304,wavfiles/165304-15.wav
202,49,American Robin,13602,wavfiles/13602-1.wav
202,0,Northern Cardinal,412669,wavfiles/412669-1.wav
202,1,Northern Cardinal,451804,wavfiles/451804-3.wav
202,2,Northern Cardinal,72185,wavfiles/72185-0.wav
202,3,Northern Cardinal,343926,wavfiles/343926-4.wav
202,4,Northern Cardinal,412668,wavfiles/412668-1.wav
202,5,Northern Cardinal,109034,wavfiles/109034-8.wav
202,6,Northern Cardinal,196163,wavfiles/196163-5.wav
202,7,Northern Cardinal,412330,wavfiles/412330-11.wav
202,8,Northern Cardinal,370494,wavfiles/370494-9.wav
202,9,Northern Cardinal,185240,wavfiles/185240-3.wav
202,10,Northern Cardinal,408321,wavfiles/408321-12.wav
202,11,Northern Cardinal,165345,wavfiles/165345-11.wav
202,12,Northern Cardinal,324411,wavfiles/324411-1.wav
202,13,Northern Cardinal,563619,wavfiles/563619-10.wav
202,14,Northern Cardinal,469588,wavfiles/469588-9.wav
202,15,Northern Cardinal,559279,wavfiles/559279-5.wav
202,16,Northern Cardinal,71208,wavfiles/71208-3.wav
202,17,Northern Cardinal,559516,wavfiles/559516-3.wav
202,18,Northern Cardinal,137583,wavfiles/137583-8.wav
202,19,Northern Cardinal,367804,wavfiles/367804-16.wav
202,20,Northern Cardinal,463767,wavfiles/463767-0.wav
202,21,Northern Cardinal,372866,wavfiles/372866-8.wav
202,22,Northern Cardinal,375382,wavfiles/375382-1.wav
202,23,Northern Cardinal,466178,wavfiles/466178-7.wav
202,24,Northern Cardinal,363861,wavfiles/363861-8.wav
202,25,Northern Cardinal,362613,wavfiles/362613-12.wav
202,26,Northern Cardinal,220401,wavfiles/220401-3.wav
202,27,Northern Cardinal,54652,wavfiles/54652-6.wav
202,28,Northern Cardinal,367706,wavfiles/367706-1.wav
202,29,Northern Cardinal,169226,wavfiles/169226-9.wav
202,30,Northern Cardinal,11846,wavfiles/11846-9.wav
202,31,Northern Cardinal,362753,wavfiles/362753-6.wav
202,32,Northern Cardinal,302932,wavfiles/302932-0.wav
202,33,Northern Cardinal,464152,wavfiles/464152-0.wav
202,34,Northern Cardinal,183008,wavfiles/183008-8.wav
202,35,Northern Cardinal,20420,wavfiles/20420-11.wav
202,36,Northern Cardinal,11713,wavfiles/11713-5.wav
202,37,Northern Cardinal,460742,wavfiles/460742-2.wav
202,38,Northern Cardinal,418321,wavfiles/418321-1.wav
202,39,Northern Cardinal,560427,wavfiles/560427-1.wav
202,40,Northern Cardinal,220400,wavfiles/220400-2.wav
202,41,Northern Cardinal,211633,wavfiles/211633-4.wav
202,42,Northern Cardinal,483878,wavfiles/483878-9.wav
202,43,Northern Cardinal,109035,wavfiles/109035-0.wav
202,44,Northern Cardinal,166106,wavfiles/166106-9.wav
202,45,Northern Cardinal,356804,wavfiles/356804-0.wav
202,46,Northern Cardinal,373569,wavfiles/373569-1.wav
202,47,Northern Cardinal,470299,wavfiles/470299-7.wav
202,48,Northern Cardinal,564312,wavfiles/564312-5.wav
202,49,Northern Cardinal,18344,wavfiles/18344-1.wav
202,0,Song Sparrow,368065,wavfiles/368065-2.wav
202,1,Song Sparrow,408126,wavfiles/408126-0.wav
202,2,Song Sparrow,205806,wavfiles/205806-1.wav
202,3,Song Sparrow,76471,wavfiles/76471-5.wav
202,4,Song Sparrow,131646,wavfiles/131646-2.wav
202,5,Song Sparrow,179182,wavfiles/179182-1.wav
202,6,Song Sparrow,558357,wavfiles/558357-0.wav
202,7,Song Sparrow,111651,wavfiles/111651-8.wav
202,8,Song Sparrow,111646,wavfiles/111646-6.wav
202,9,Song Sparrow,482639,wavfiles/482639-12.wav
202,10,Song Sparrow,78059,wavfiles/78059-6.wav
202,11,Song Sparrow,549591,wavfiles/549591-6.wav
202,12,Song Sparrow,18388,wavfiles/18388-0.wav
202,13,Song Sparrow,134180,wavfiles/134180-4.wav
202,14,Song Sparrow,363142,wavfiles/363142-0.wav
202,15,Song Sparrow,375662,wavfiles/375662-5.wav
202,16,Song Sparrow,111650,wavfiles/111650-3.wav
202,17,Song Sparrow,477785,wavfiles/477785-1.wav
202,18,Song Sparrow,408811,wavfiles/408811-6.wav
202,19,Song Sparrow,205810,wavfiles/205810-2.wav
202,20,Song Sparrow,483220,wavfiles/483220-13.wav
202,21,Song Sparrow,111654,wavfiles/111654-1.wav
202,22,Song Sparrow,103449,wavfiles/103449-9.wav
202,23,Song Sparrow,111645,wavfiles/111645-6.wav
202,24,Song Sparrow,129646,wavfiles/129646-0.wav
202,25,Song Sparrow,102948,wavfiles/102948-8.wav
202,26,Song Sparrow,111649,wavfiles/111649-12.wav
202,27,Song Sparrow,18387,wavfiles/18387-7.wav
202,28,Song Sparrow,125713,wavfiles/125713-8.wav
202,29,Song Sparrow,181738,wavfiles/181738-6.wav
202,30,Song Sparrow,111667,wavfiles/111667-2.wav
202,31,Song Sparrow,36619,wavfiles/36619-8.wav
202,32,Song Sparrow,557836,wavfiles/557836-7.wav
202,33,Song Sparrow,393994,wavfiles/393994-10.wav
202,34,Song Sparrow,142620,wavfiles/142620-5.wav
202,35,Song Sparrow,306748,wavfiles/306748-13.wav
202,36,Song Sparrow,149420,wavfiles/149420-8.wav
202,37,Song Sparrow,111653,wavfiles/111653-4.wav
202,38,Song Sparrow,362469,wavfiles/362469-4.wav
202,39,Song Sparrow,143923,wavfiles/143923-2.wav
202,40,Song Sparrow,393996,wavfiles/393996-1.wav
202,41,Song Sparrow,384033,wavfiles/384033-7.wav
202,42,Song Sparrow,423504,wavfiles/423504-7.wav
202,43,Song Sparrow,425799,wavfiles/425799-0.wav
202,44,Song Sparrow,125723,wavfiles/125723-5.wav
202,45,Song Sparrow,376028,wavfiles/376028-6.wav
202,46,Song Sparrow,111644,wavfiles/111644-8.wav
202,47,Song Sparrow,366597,wavfiles/366597-4.wav
202,48,Song Sparrow,121280,wavfiles/121280-13.wav
202,49,Song Sparrow,465907,wavfiles/465907-10.wav
303,0,American Robin,564544,wavfiles/564544-7.wav
303,1,American Robin,132864,wavfiles/132864-8.wav
303,2,American Robin,320724,wavfiles/320724-2.wav
303,3,American Robin,13602,wavfiles/13602-11.wav
303,4,American Robin,322821,wavfiles/322821-12.wav
303,5,American Robin,175222,wavfiles/175222-3.wav
303,6,American Robin,322565,wavfiles/322565-2.wav
303,7,American Robin,177384,wavfiles/177384-2.wav
303,8,American Robin,309928,wavfiles/309928-2.wav
303,9,American Robin,464766,wavfiles/464766-11.wav
303,10,American Robin,96869,wavfiles/96869-5.wav
303,11,American Robin,483578,wavfiles/483578-4.wav
303,12,American Robin,384027,wavfiles/384027-3.wav
303,13,American Robin,537326,wavfiles/537326-2.wav
303,14,American Robin,70119,wavfiles/70119-7.wav
303,15,American Robin,383961,wavfiles/383961-16.wav
303,16,American Robin,559314,wavfiles/559314-2.wav
303,17,American Robin,468991,wavfiles/468991-8.wav
303,18,American Robin,563197,wavfiles/563197-2.wav
303,19,American Robin,406326,wavfiles/406326-12.wav
303,20,American Robin,375274,wavfiles/375274-0.wav
303,21,American Robin,165304,wavfiles/165304-11.wav
303,22,American Robin,322734,wavfiles/322734-0.wav
303,23,American Robin,129798,wavfiles/129798-7.wav
303,24,American Robin,205803,wavfiles/205803-11.wav
303,25,American Robin,190441,wavfiles/190441-13.wav
303,26,American Robin,407819,wavfiles/407819-10.wav
303,27,American Robin,322887,wavfiles/322887-13.wav
303,28,American Robin,423449,wavfiles/423449-5.wav
303,29,American Robin,367008,wavfiles/367008-6.wav
303,30,American Robin,34766,wavfiles/34766-7.wav
303,31,American Robin,294460,wavfiles/294460-13.wav
303,32,American Robin,310256,wavfiles/310256-3.wav
303,33,American Robin,14442,wavfiles/14442-3.wav
303,34,American Robin,368614,wavfiles/368614-10.wav
303,35,American Robin,103060,wavfiles/103060-7.wav
303,36,American Robin,483628,wavfiles/483628-15.wav
303,37,American Robin,564324,wavfiles/564324-4.wav
303,38,American Robin,97957,wavfiles/97957-17.wav
303,39,American Robin,322884,wavfiles/322884-9.wav
303,40,American Robin,368615,wavfiles/368615-15.wav
303,41,American Robin,416294,wavfiles/416294-18.wav
303,42,American Robin,307484,wavfiles/307484-11.wav
303,43,American Robin,563612,wavfiles/563612-10.wav
303,44,American Robin,309318,wavfiles/309318-10.wav
303,45,American Robin,394835,wavfiles/394835-14.wav
303,46,American Robin,78015,wavfiles/78015-11.wav
303,47,American Robin,78683,wavfiles/78683-11.wav
303,48,American Robin,269082,wavfiles/269082-4.wav
303,49,American Robin,375006,wavfiles/375006-10.wav
303,0,Northern Cardinal,20420,wavfiles/20420-8.wav
303,1,Northern Cardinal,363861,wavfiles/363861-10.wav
303,2,Northern Cardinal,18344,wavfiles/18344-11.wav
303,3,Northern Cardinal,190456,wavfiles/190456-8.wav
303,4,Northern Cardinal,266643,wavfiles/266643-5.wav
303,5,Northern Cardinal,483878,wavfiles/483878-1.wav
303,6,Northern Cardinal,172437,wavfiles/172437-8.wav
303,7,Northern Cardinal,372866,wavfiles/372866-8.wav
303,8,Northern Cardinal,317266,wavfiles/317266-4.wav
303,9,Northern Cardinal,367706,wavfiles/367706-6.wav
303,10,Northern Cardinal,220402,wavfiles/220402-9.wav
303,11,Northern Cardinal,367804,wavfiles/367804-12.wav
303,12,Northern Cardinal,466697,wavfiles/466697-8.wav
303,13,Northern Cardinal,313423,wavfiles/313423-7.wav
303,14,Northern Cardinal,183008,wavfiles/183008-9.wav
303,15,Northern Cardinal,375382,wavfiles/375382-0.wav
303,16,Northern Cardinal,362613,wavfiles/362613-3.wav
303,17,Northern Cardinal,137583,wavfiles/137583-1.wav
303,18,Northern Cardinal,544966,wavfiles/544966-2.wav
303,19,Northern Cardinal,463767,wavfiles/463767-4.wav
303,20,Northern Cardinal,370494,wavfiles/370494-2.wav
303,21,Northern Cardinal,165345,wavfiles/165345-8.wav
303,22,Northern Cardinal,412668,wavfiles/412668-9.wav
303,23,Northern Cardinal,373569,wavfiles/373569-6.wav
303,24,Northern Cardinal,54652,wavfiles/54652-7.wav
303,25,Northern Cardinal,559516,wavfiles/559516-8.wav
303,26,Northern Cardinal,11846,wavfiles/11846-10.wav
303,27,Northern Cardinal,166106,wavfiles/166106-3.wav
303,28,Northern Cardinal,460742,wavfiles/460742-0.wav
303,29,Northern Cardinal,71208,wavfiles/71208-3.wav
303,30,Northern Cardinal,470299,wavfiles/470299-1.wav
303,31,Northern Cardinal,412330,wavfiles/412330-4.wav
303,32,Northern Cardinal,11713,wavfiles/11713-15.wav
303,33,Northern Cardinal,324411,wavfiles/324411-15.wav
303,34,Northern Cardinal,109035,wavfiles/109035-3.wav
303,35,Northern Cardinal,109034,wavfiles/109034-9.wav
303,36,Northern Cardinal,196163,wavfiles/196163-2.wav
303,37,Northern Cardinal,564312,wavfiles/564312-10.wav
303,38,Northern Cardinal,469588,wavfiles/469588-8.wav
303,39,Northern Cardinal,362753,wavfiles/362753-0.wav
303,40,Northern Cardinal,185240,wavfiles/185240-9.wav
303,41,Northern Cardinal,466178,wavfiles/466178-1.wav
303,42,Northern Cardinal,451804,wavfiles/451804-8.wav
303,43,Northern Cardinal,560427,wavfiles/560427-1.wav
303,44,Northern Cardinal,559279,wavfiles/559279-1.wav
303,45,Northern Cardinal,343926,wavfiles/343926-8.wav
303,46,Northern Cardinal,563619,wavfiles/563619-9.wav
303,47,Northern Cardinal,302932,wavfiles/302932-3.wav
303,48,Northern Cardinal,211633,wavfiles/211633-2.wav
303,49,Northern Cardinal,18125,wavfiles/18125-1.wav
303,0,Song Sparrow,111653,wavfiles/111653-9.wav
303,1,Song Sparrow,388773,wavfiles/388773-7.wav
303,2,Song Sparrow,549591,wavfiles/549591-7.wav
303,3,Song Sparrow,36619,wavfiles/36619-3.wav
303,4,Song Sparrow,181738,wavfiles/181738-5.wav
303,5,Song Sparrow,131646,wavfiles/131646-1.wav
303,6,Song Sparrow,111650,wavfiles/111650-10.wav
303,7,Song Sparrow,327795,wavfiles/327795-6.wav
303,8,Song Sparrow,134164,wavfiles/134164-0.wav
303,9,Song Sparrow,111649,wavfiles/111649-4.wav
303,10,Song Sparrow,465907,wavfiles/465907-1.wav
303,11,Song Sparrow,111651,wavfiles/111651-2.wav
303,12,Song Sparrow,205806,wavfiles/205806-0.wav
303,13,Song Sparrow,111666,wavfiles/111666-2.wav
303,14,Song Sparrow,142620,wavfiles/142620-7.wav
303,15,Song Sparrow,76471,wavfiles/76471-9.wav
303,16,Song Sparrow,408811,wavfiles/408811-0.wav
303,17,Song Sparrow,111646,wavfiles/111646-6.wav
303,18,Song Sparrow,483884,wavfiles/483884-4.wav
303,19,Song Sparrow,205810,wavfiles/205810-0.wav
303,20,Song Sparrow,125714,wavfiles/125714-2.wav
303,21,Song Sparrow,121280,wavfiles/121280-0.wav
303,22,Song Sparrow,193953,wavfiles/193953-2.wav
303,23,Song Sparrow,393994,wavfiles/393994-13.wav
303,24,Song Sparrow,149420,wavfiles/149420-3.wav
303,25,Song Sparrow,320469,wavfiles/320469-5.wav
303,26,Song Sparrow,363142,wavfiles/363142-6.wav
303,27,Song Sparrow,368065,wavfiles/368065-2.wav
303,28,Song Sparrow,561356,wavfiles/561356-0.wav
303,29,Song Sparrow,469877,wavfiles/469877-7.wav
303,30,Song Sparrow,423504,wavfiles/423504-3.wav
303,31,Song Sparrow,103449,wavfiles/103449-8.wav
303,32,Song Sparrow,128238,wavfiles/128238-1.wav
303,33,Song Sparrow,111644,wavfiles/111644-0.wav
303,34,Song Sparrow,103339,wavfiles/103339-5.wav
303,35,Song Sparrow,480068,wavfiles/480068-7.wav
303,36,Song Sparrow,420846,wavfiles/420846-10.wav
303,37,Song Sparrow,125706,wavfiles/125706-0.wav
303,38,Song Sparrow,111655,wavfiles/111655-11.wav
303,39,Song Sparrow,105818,wavfiles/105818-9.wav
303,40,Song Sparrow,142621,wavfiles/142621-4.wav
303,41,Song Sparrow,558357,wavfiles/558357-2.wav
303,42,Song Sparrow,462899,wavfiles/462899-0.wav
303,43,Song Sparrow,483978,wavfiles/483978-14.wav
303,44,Song Sparrow,482639,wavfiles/482639-8.wav
303,45,Song Sparrow,111654,wavfiles/111654-5.wav
303,46,Song Sparrow,306748,wavfiles/306748-14.wav
303,47,Song Sparrow,358837,wavfiles/358837-7.wav
303,48,Song Sparrow,121281,wavfiles/121281-7.wav
303,49,Song Sparrow,393996,wavfiles/393996-10.wav
