filename,spec_path,classifier_spec_path,name,label_id,source_model
vae_v2_northern_cardinal_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_010.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_northern_cardinal_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_011.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_northern_cardinal_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_012.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_northern_cardinal_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_013.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_northern_cardinal_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_014.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_northern_cardinal_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\northern_cardinal\vae_v2_northern_cardinal_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_015.npy,Northern Cardinal,0,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_000.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_001.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_002.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_003.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_004.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_005.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_006.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_007.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_008.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_009.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_010.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_011.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_012.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_013.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_014.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_song_sparrow_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\song_sparrow\vae_v2_song_sparrow_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_015.npy,Song Sparrow,1,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_000.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_000.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_001.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_001.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_002.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_002.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_003.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_003.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_004.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_004.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_005.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_005.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_006.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_006.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_007.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_007.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_008.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_008.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_009.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_009.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_010.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_010.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_011.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_011.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_012.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_012.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_013.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_013.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_014.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_014.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
vae_v2_american_robin_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\generated_npy\american_robin\vae_v2_american_robin_015.npy,C:\Users\sheng\Documents\1508_project\bird_song_gen\outputs\conditional_vae_v2\classifier_input\american_robin\vae_v2_american_robin_015.npy,American Robin,2,spatial_detail_conditional_vae_v2_calibrated_prior
