path,prediction,confidence,p_American Robin,p_Northern Cardinal,p_Song Sparrow,expected,correct
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_001.npy,American Robin,0.5889826416969299,0.5889826416969299,0.3309302031993866,0.08008712530136108,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_002.npy,Northern Cardinal,0.5319699645042419,0.37989774346351624,0.5319699645042419,0.08813224732875824,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_003.npy,American Robin,0.6758707761764526,0.6758707761764526,0.2643149793148041,0.0598142184317112,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_004.npy,American Robin,0.8677131533622742,0.8677131533622742,0.10391122847795486,0.028375601395964622,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_005.npy,Song Sparrow,0.7128595113754272,0.187127485871315,0.10001294314861298,0.7128595113754272,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_006.npy,Northern Cardinal,0.5217106342315674,0.2642676830291748,0.5217106342315674,0.21402166783809662,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_007.npy,American Robin,0.646571695804596,0.646571695804596,0.3021780848503113,0.05125024914741516,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_008.npy,Northern Cardinal,0.7040204405784607,0.2689669132232666,0.7040204405784607,0.027012618258595467,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_009.npy,Northern Cardinal,0.7245796322822571,0.16632039844989777,0.7245796322822571,0.10909998416900635,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_010.npy,Northern Cardinal,0.7747392058372498,0.14175614714622498,0.7747392058372498,0.08350460231304169,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_011.npy,American Robin,0.40177419781684875,0.40177419781684875,0.2794617712497711,0.3187640309333801,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_012.npy,American Robin,0.557310163974762,0.557310163974762,0.4028646945953369,0.03982509672641754,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_013.npy,Northern Cardinal,0.5624622702598572,0.3130796253681183,0.5624622702598572,0.12445810437202454,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_014.npy,Northern Cardinal,0.5943288803100586,0.12610432505607605,0.5943288803100586,0.27956679463386536,Northern Cardinal,True
outputs\conditional_vae_v2\classifier_input\northern_cardinal\vae_v2_northern_cardinal_015.npy,Song Sparrow,0.3917742073535919,0.3752222955226898,0.23300354182720184,0.3917742073535919,Northern Cardinal,False
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_000.npy,Song Sparrow,0.835279643535614,0.07286513596773148,0.0918552428483963,0.835279643535614,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_001.npy,Song Sparrow,0.5348095297813416,0.07026531547307968,0.39492523670196533,0.5348095297813416,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_002.npy,Song Sparrow,0.6297158002853394,0.23781517148017883,0.13246896862983704,0.6297158002853394,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_003.npy,Song Sparrow,0.885433554649353,0.07855202257633209,0.036014385521411896,0.885433554649353,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_004.npy,Song Sparrow,0.8362961411476135,0.12781663239002228,0.03588728979229927,0.8362961411476135,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_005.npy,Song Sparrow,0.8461548089981079,0.09645943343639374,0.057385750114917755,0.8461548089981079,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_006.npy,Song Sparrow,0.932841420173645,0.03990369662642479,0.027254899963736534,0.932841420173645,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_007.npy,Song Sparrow,0.9163565039634705,0.07086678594350815,0.012776755727827549,0.9163565039634705,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_008.npy,Song Sparrow,0.8039596080780029,0.09759023785591125,0.09845013171434402,0.8039596080780029,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_009.npy,Song Sparrow,0.9495760202407837,0.028795309364795685,0.021628692746162415,0.9495760202407837,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_010.npy,Song Sparrow,0.6399518847465515,0.04330999404191971,0.31673818826675415,0.6399518847465515,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_011.npy,Song Sparrow,0.9508441090583801,0.034808449447155,0.014347400516271591,0.9508441090583801,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_012.npy,Song Sparrow,0.821190595626831,0.07925775647163391,0.09955167770385742,0.821190595626831,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_013.npy,Song Sparrow,0.912582516670227,0.01957438327372074,0.06784305721521378,0.912582516670227,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_014.npy,Song Sparrow,0.9395338296890259,0.02623484842479229,0.03423137962818146,0.9395338296890259,Song Sparrow,True
outputs\conditional_vae_v2\classifier_input\song_sparrow\vae_v2_song_sparrow_015.npy,Song Sparrow,0.9285111427307129,0.052187249064445496,0.01930164359509945,0.9285111427307129,Song Sparrow,True
